id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
20501	a,Turek Orc Priest\0	a,	9C	E8	A9	-1
20502	a,Twink Puma\0	a,	9C	E8	A9	-1
20504	a,Dread Soldier\0	a,	9C	E8	A9	-1
20505	a,Ruin Bat\0	a,	9C	E8	A9	-1
20506	a,Ruin Imp\0	a,	9C	E8	A9	-1
20507	a,Ruin Imp Elder\0	a,	9C	E8	A9	-1
20508	a,Plunder Tarantula\0	a,	9C	E8	A9	-1
20509	a,Spore Fungus\0	a,	9C	E8	A9	-1
20510	a,Puma\0	a,	9C	E8	A9	-1
20511	a,Pitchstone Golem\0	a,	9C	E8	A9	-1
20512	a,Field Stalker\0	a,	9C	E8	A9	-1
20513	a,Skeleton Knight\0	a,	9C	E8	A9	-1
20514	a,Shield Skeleton\0	a,	9C	E8	A9	-1
20515	a,Skeleton Infantryman\0	a,	9C	E8	A9	-1
20516	a,Skeleton Sentinel\0	a,	9C	E8	A9	-1
20517	a,Skeleton Hunter\0	a,	9C	E8	A9	-1
20518	a,Skeleton Hunter Archer\0	a,	9C	E8	A9	-1
20519	a,Skeleton Pikeman\0	a,	9C	E8	A9	-1
20520	a,Pirate Captain Uthanka\0	a,	9C	E8	A9	-1
20521	a,Whinstone Golem\0	a,	9C	E8	A9	-1
20522	a,White Fang\0	a,	9C	E8	A9	-1
20524	a,Grey Wolf Elder\0	a,	9C	E8	A9	-1
20525	a,Gray Wolf\0	a,	9C	E8	A9	-1
20526	a,Obsidian Golem\0	a,	9C	E8	A9	-1
20527	a,Snow Wolf\0	a,	9C	E8	A9	-1
20528	a,Goblin Lord\0	a,	9C	E8	A9	-1
20529	a,Young Brown Keltir\0	a,	9C	E8	A9	-1
20530	a,Young Red Keltir\0	a,	9C	E8	A9	-1
20531	a,Young Prairie Keltir\0	a,	9C	E8	A9	-1
20532	a,Brown Keltir\0	a,	9C	E8	A9	-1
20533	a,Longtail Keltir\0	a,	9C	E8	A9	-1
20534	a,Red Keltir\0	a,	9C	E8	A9	-1
20535	a,Prairie Keltir\0	a,	9C	E8	A9	-1
20536	a,Elder Brown Keltir\0	a,	9C	E8	A9	-1
20537	a,Elder Red Keltir\0	a,	9C	E8	A9	-1
20538	a,Elder Prairie Keltir\0	a,	9C	E8	A9	-1
20539	a,Elder Longtail Keltir\0	a,	9C	E8	A9	-1
20540	a,Gemstone Beast\0	a,	9C	E8	A9	-1
20541	a,Ore Bat\0	a,	9C	E8	A9	-1
20542	a,Skeleton Longbowman\0	a,	9C	E8	A9	-1
20543	a,Ghost\0	a,	9C	E8	A9	-1
20544	a,Elder Keltir\0	a,	9C	E8	A9	-1
20545	a,Young Keltir\0	a,	9C	E8	A9	-1
20546	a,Turek Orc Elder\0	a,	9C	E8	A9	-1
20547	a,Ol Mahum Support Troop\0	a,	9C	E8	A9	-1
20548	a,Ol Mahum Deserter\0	a,	9C	E8	A9	-1
20549	a,Ol Mahum Lord\0	a,	9C	E8	A9	-1
20550	a,Guardian Basilisk\0	a,	9C	E8	A9	-1
20551	a,Road Scavenger\0	a,	9C	E8	A9	-1
20552	a,Fettered Soul\0	a,	9C	E8	A9	-1
20553	a,Windsus\0	a,	9C	E8	A9	-1
20554	a,Grandis\0	a,	9C	E8	A9	-1
20555	a,Giant Fungus\0	a,	9C	E8	A9	-1
20556	a,Giant Monster Eye\0	a,	9C	E8	A9	-1
20557	a,Dire Wyrm\0	a,	9C	E8	A9	-1
20558	a,Rotting tree\0	a,	9C	E8	A9	-1
20559	a,Rotting Golem\0	a,	9C	E8	A9	-1
20560	a,Trisalim\0	a,	9C	E8	A9	-1
20561	a,Trisalim Tarantula\0	a,	9C	E8	A9	-1
20562	a,Spore Zombie\0	a,	9C	E8	A9	-1
20563	a,Manashen Gargoyle\0	a,	9C	E8	A9	-1
20564	a,Reinforced Monster Eye\0	a,	9C	E8	A9	-1
20565	a,Reinforced Stone Golem\0	a,	9C	E8	A9	-1
20566	a,Reinforced Steel Golem\0	a,	9C	E8	A9	-1
20567	a,Reinforced Gargoyle\0	a,	9C	E8	A9	-1
20568	a,Formor\0	a,	9C	E8	A9	-1
20569	a,Formor Elder\0	a,	9C	E8	A9	-1
20570	a,Tarlk Bugbear\0	a,	9C	E8	A9	-1
20571	a,Tarlk Bugbear Warrior\0	a,	9C	E8	A9	-1
20572	a,Tarlk Bugbear Captain\0	a,	9C	E8	A9	-1
20573	a,Tarlk Basilisk\0	a,	9C	E8	A9	-1
20574	a,Elder Tarlk Basilisk \0	a,	9C	E8	A9	-1
20575	a,Oel Mahum Warrior\0	a,	9C	E8	A9	-1
20576	a,Oel Mahum Shaman\0	a,	9C	E8	A9	-1
20577	a,Leto Lizardman\0	a,	9C	E8	A9	-1
20578	a,Leto Lizardman Archer\0	a,	9C	E8	A9	-1
20579	a,Leto Lizardman Soldier\0	a,	9C	E8	A9	-1
20580	a,Leto Lizardman Warrior\0	a,	9C	E8	A9	-1
20581	a,Leto Lizardman Shaman\0	a,	9C	E8	A9	-1
20582	a,Leto Lizardman Overlord\0	a,	9C	E8	A9	-1
20583	a,Timak Orc\0	a,	9C	E8	A9	-1
20584	a,Timak Orc Archer\0	a,	9C	E8	A9	-1
20585	a,Timak Orc Soldier\0	a,	9C	E8	A9	-1
20586	a,Timak Orc Warrior\0	a,	9C	E8	A9	-1
20587	a,Timak Orc Shaman\0	a,	9C	E8	A9	-1
20588	a,Timak Orc Prefect\0	a,	9C	E8	A9	-1
20589	a,Fline\0	a,	9C	E8	A9	-1
20590	a,Liele\0	a,	9C	E8	A9	-1
20591	a,Valley Treant\0	a,	9C	E8	A9	-1
20592	a,Satyr\0	a,	9C	E8	A9	-1
20593	a,Unicorn\0	a,	9C	E8	A9	-1
20594	a,Forest Runner\0	a,	9C	E8	A9	-1
20595	a,Fline Elder\0	a,	9C	E8	A9	-1
20596	a,Liele Elder\0	a,	9C	E8	A9	-1
20597	a,Valley Treant Elder\0	a,	9C	E8	A9	-1
20598	a,Satyr Elder\0	a,	9C	E8	A9	-1
20599	a,Elder the Unicorn\0	a,	9C	E8	A9	-1
20600	a,Karul Bugbear\0	a,	9C	E8	A9	-1
20601	a,Tamlin Orc\0	a,	9C	E8	A9	-1
20602	a,Tamlin Orc Archer\0	a,	9C	E8	A9	-1
20603	a,Kronbe Spider\0	a,	9C	E8	A9	-1
20604	a,Lakin\0	a,	9C	E8	A9	-1
20605	a,Weird Drake\0	a,	9C	E8	A9	-1
20606	a,Kuran Kobold\0	a,	9C	E8	A9	-1
20607	a,Kuran Kobold Warrior\0	a,	9C	E8	A9	-1
20608	a,Patin Archer\0	a,	9C	E8	A9	-1
20609	a,Salamander Lakin\0	a,	9C	E8	A9	-1
20610	a,Sentinel Of Water\0	a,	9C	E8	A9	-1
20611	a,Dre Vanul Warrior\0	a,	9C	E8	A9	-1
20612	a,Salamander Rowin\0	a,	9C	E8	A9	-1
20613	a,Lafi Lizardman\0	a,	9C	E8	A9	-1
20614	a,Lafi Lizardman Scout\0	a,	9C	E8	A9	-1
20615	a,Ritmal Swordsman\0	a,	9C	E8	A9	-1
20616	a,Undine Lakin\0	a,	9C	E8	A9	-1
20617	a,Watchman Of Water\0	a,	9C	E8	A9	-1
20618	a,Kanil Succubus\0	a,	9C	E8	A9	-1
20619	a,Undine Rowin\0	a,	9C	E8	A9	-1
20620	a,Cave Beast\0	a,	9C	E8	A9	-1
20621	a,Death Wave\0	a,	9C	E8	A9	-1
20622	a,Maluk Soldier\0	a,	9C	E8	A9	-1
20623	a,Plando\0	a,	9C	E8	A9	-1
20624	a,Cave Howler\0	a,	9C	E8	A9	-1
20625	a,Maluk Knight\0	a,	9C	E8	A9	-1
20626	a,Maluk Berserker\0	a,	9C	E8	A9	-1
20627	a,Maluk Lord\0	a,	9C	E8	A9	-1
20628	a,Limal Karinness\0	a,	9C	E8	A9	-1
20629	a,Karik\0	a,	9C	E8	A9	-1
20630	a,Taik Orc\0	a,	9C	E8	A9	-1
20631	a,Taik Orc Archer\0	a,	9C	E8	A9	-1
20632	a,Taik Orc Warrior\0	a,	9C	E8	A9	-1
20633	a,Taik Orc Shaman\0	a,	9C	E8	A9	-1
20634	a,Taik Orc Captain\0	a,	9C	E8	A9	-1
20635	a,Carinkain\0	a,	9C	E8	A9	-1
20636	a,Forest of Mirrors Ghost\0	a,	9C	E8	A9	-1
20637	a,Forest of Mirrors Ghost\0	a,	9C	E8	A9	-1
20638	a,Forest of Mirrors Ghost\0	a,	9C	E8	A9	-1
20639	a,Mirror\0	a,	9C	E8	A9	-1
20640	a,Harit Lizardman\0	a,	9C	E8	A9	-1
20641	a,Harit Lizardman Soldier\0	a,	9C	E8	A9	-1
20642	a,Harit Lizardman Archer\0	a,	9C	E8	A9	-1
20643	a,Harit Lizardman Warrior\0	a,	9C	E8	A9	-1
20644	a,Harit Lizardman Shaman\0	a,	9C	E8	A9	-1
20645	a,Harit Lizardman Matriarch\0	a,	9C	E8	A9	-1
20646	a,Halingka\0	a,	9C	E8	A9	-1
20647	a,Yintzu\0	a,	9C	E8	A9	-1
20648	a,Paliote\0	a,	9C	E8	A9	-1
20649	a,Hamrut\0	a,	9C	E8	A9	-1
20650	a,Kranrot\0	a,	9C	E8	A9	-1
20651	a,Gamlin\0	a,	9C	E8	A9	-1
20652	a,Leogul\0	a,	9C	E8	A9	-1
20653	a,Lesser Giant\0	a,	9C	E8	A9	-1
20654	a,Lesser Giant Soldier\0	a,	9C	E8	A9	-1
20655	a,Lesser Giant Shooter\0	a,	9C	E8	A9	-1
20656	a,Lesser Giant Scout\0	a,	9C	E8	A9	-1
20657	a,Lesser Giant Wizard\0	a,	9C	E8	A9	-1
20658	a,Lesser Giant Elder\0	a,	9C	E8	A9	-1
20659	a,Graveyard Wanderer\0	a,	9C	E8	A9	-1
20660	a,Archer of Greed\0	a,	9C	E8	A9	-1
20661	a,Hatar Ratman Thief\0	a,	9C	E8	A9	-1
20662	a,Hatar Ratman Boss\0	a,	9C	E8	A9	-1
20663	a,Hatar Hanishee\0	a,	9C	E8	A9	-1
20664	a,Deprive\0	a,	9C	E8	A9	-1
20665	a,Taik Orc Supply\0	a,	9C	E8	A9	-1
20666	a,Taik Orc Watchman\0	a,	9C	E8	A9	-1
20667	a,Farcran\0	a,	9C	E8	A9	-1
20668	a,Grave Guard\0	a,	9C	E8	A9	-1
20669	a,Taik Orc Supply Officer\0	a,	9C	E8	A9	-1
20670	a,Crimson Drake\0	a,	9C	E8	A9	-1
20671	a,Kadios\0	a,	9C	E8	A9	-1
20672	a,Trives\0	a,	9C	E8	A9	-1
20673	a,Palibati\0	a,	9C	E8	A9	-1
20674	a,Doom Knight\0	a,	9C	E8	A9	-1
20675	a,Tairim\0	a,	9C	E8	A9	-1
20676	a,Judge of Marsh\0	a,	9C	E8	A9	-1
20677	a,Tulben\0	a,	9C	E8	A9	-1
20678	a,Tortured Undead\0	a,	9C	E8	A9	-1
20679	a,Marsh Stalker\0	a,	9C	E8	A9	-1
20680	a,Marsh Drake\0	a,	9C	E8	A9	-1
20681	a,Vanor Silenos\0	a,	9C	E8	A9	-1
20682	a,Vanor Silenos Solider\0	a,	9C	E8	A9	-1
20683	a,Vanor Silenos Scout\0	a,	9C	E8	A9	-1
20684	a,Vanor Silenos Warrior\0	a,	9C	E8	A9	-1
20685	a,Vanor Silenos Shaman\0	a,	9C	E8	A9	-1
20686	a,Vanor Silenos Chieftain\0	a,	9C	E8	A9	-1
20738	a,Kobold Looter Bepook\0	a,	9C	E8	A9	-1
20739	a,Bepook's Pet\0	a,	9C	E8	A9	-1
20742	a,Mystical Weaver\0	a,	9C	E8	A9	-1
20743	a,Howler\0	a,	9C	E8	A9	-1
20744	a,Red Eye Vampire Bat\0	a,	9C	E8	A9	-1
20745	a,Gigantiops\0	a,	9C	E8	A9	-1
20746	a,Young Gigantiops\0	a,	9C	E8	A9	-1
20747	a,Roxide\0	a,	9C	E8	A9	-1
20748	a,Roxide's Follower\0	a,	9C	E8	A9	-1
20749	a,Death Fire\0	a,	9C	E8	A9	-1
20750	a,Fire Archer\0	a,	9C	E8	A9	-1
20751	a,Snipe\0	a,	9C	E8	A9	-1
20752	a,Snipe's Subordinate\0	a,	9C	E8	A9	-1
20753	a,Dark Lord\0	a,	9C	E8	A9	-1
20754	a,Dark Knight\0	a,	9C	E8	A9	-1
20755	a,Talakin Commander\0	a,	9C	E8	A9	-1
20756	a,Talakin Archer\0	a,	9C	E8	A9	-1
20757	a,Talakin Raider\0	a,	9C	E8	A9	-1
20758	a,Dragon Bearer Captain\0	a,	9C	E8	A9	-1
20759	a,Dragon Bearer Warrior\0	a,	9C	E8	A9	-1
20760	a,Dragon Bearer Archer\0	a,	9C	E8	A9	-1
20761	a,Pytan\0	a,Valley Watcher\0	9C	E8	A9	-1
20762	a,Pytan Knight\0	a,	9C	E8	A9	-1
20763	a,Lord of the Plains\0	a,	9C	E8	A9	-1
20764	a,Wizard of the Plains\0	a,	9C	E8	A9	-1
20765	a,Warrior of the Plains\0	a,	9C	E8	A9	-1
20766	a,Scout of the Plains\0	a,	9C	E8	A9	-1
20767	a,Timak Orc Troop Captain\0	a,	9C	E8	A9	-1
20768	a,Timak Orc Troop Shaman\0	a,	9C	E8	A9	-1
20769	a,Timak Orc Troop Warrior\0	a,	9C	E8	A9	-1
20770	a,Timak Orc Troop Archer\0	a,	9C	E8	A9	-1
20771	a,Barif\0	a,	9C	E8	A9	-1
20772	a,Barif's Pet\0	a,	9C	E8	A9	-1
20773	a,Conjurer Bat Lord\0	a,	9C	E8	A9	-1
20774	a,Conjurer Bat \0	a,	9C	E8	A9	-1
20775	a,Bugbear Raider\0	a,	9C	E8	A9	-1
20776	a,Dark Succubus\0	a,	9C	E8	A9	-1
20777	a,Hunter Bear\0	a,	9C	E8	A9	-1
20778	a,Ragna Orc Prefect\0	a,	9C	E8	A9	-1
20779	a,Ragna Orc Priest\0	a,	9C	E8	A9	-1
20780	a,Bloody Axe's Escort\0	a,	9C	E8	A9	-1
20781	a,Delu Lizardman Shaman\0	a,	9C	E8	A9	-1
20782	a,Ol Mahum Novice\0	a,	9C	E8	A9	-1
20783	a,Dread Wolf\0	a,	9C	E8	A9	-1
20784	a,Tasaba Lizardman\0	a,	9C	E8	A9	-1
20785	a,Tasaba Lizardman Shaman\0	a,	9C	E8	A9	-1
20786	a,Lienrik\0	a,	9C	E8	A9	-1
20787	a,Lienrik Lad\0	a,	9C	E8	A9	-1
20788	a,Rakul\0	a,	9C	E8	A9	-1
20789	a,Crokian\0	a,	9C	E8	A9	-1
20790	a,Dailaon\0	a,	9C	E8	A9	-1
20791	a,Crokian Warrior\0	a,	9C	E8	A9	-1
20792	a,Farhite\0	a,	9C	E8	A9	-1
20793	a,Nos\0	a,	9C	E8	A9	-1
20794	a,Blade Stakato\0	a,	9C	E8	A9	-1
20795	a,Blade Stakato Worker\0	a,	9C	E8	A9	-1
20796	a,Blade Stakato Warrior\0	a,	9C	E8	A9	-1
20797	a,Blade Stakato Drone\0	a,	9C	E8	A9	-1
20798	a,Water Giant\0	a,	9C	E8	A9	-1
20799	a,Queen Undine Lad\0	a,	9C	E8	A9	-1
20800	a,Eva's Watchman\0	a,	9C	E8	A9	-1
20801	a,Theeder Piker\0	a,	9C	E8	A9	-1
20802	a,Theeder Mage\0	a,	9C	E8	A9	-1
20803	a,Doll Master\0	a,	9C	E8	A9	-1
20804	a,Crokian Lad\0	a,	9C	E8	A9	-1
20805	a,Dailaon Lad\0	a,	9C	E8	A9	-1
20806	a,Crokian Lad Warrior\0	a,	9C	E8	A9	-1
20807	a,Farhite Lad\0	a,	9C	E8	A9	-1
20808	a,Nos Lad\0	a,	9C	E8	A9	-1
20809	a,Ghost of the Tower\0	a,	9C	E8	A9	-1
20810	a,Hallate's Watchman\0	a,	9C	E8	A9	-1
20811	a,Ghastly Warrior\0	a,	9C	E8	A9	-1
20812	a,Archer of Despair\0	a,	9C	E8	A9	-1
20813	a,Crendion\0	a,	9C	E8	A9	-1
20814	a,Blader of Despair\0	a,	9C	E8	A9	-1
20815	a,Hallate's Hound Dog\0	a,	9C	E8	A9	-1
20816	a,Hallate's Royal Guard\0	a,	9C	E8	A9	-1
20817	a,Corrupt Sage\0	a,	9C	E8	A9	-1
20818	a,Hallate's Warrior\0	a,	9C	E8	A9	-1
20819	a,Archer of Abyss\0	a,	9C	E8	A9	-1
20820	a,Hallate's Knight\0	a,	9C	E8	A9	-1
20821	a,Erin Ediunce\0	a,	9C	E8	A9	-1
20822	a,Hallate's Maid\0	a,	9C	E8	A9	-1
20823	a,Platinum Tribe Soldier\0	a,	9C	E8	A9	-1
20824	a,Hallate's Commander\0	a,	9C	E8	A9	-1
20825	a,Hallate's Inspector\0	a,	9C	E8	A9	-1
20826	a,Platinum Tribe Archer\0	a,	9C	E8	A9	-1
20827	a,Platinum Tribe Warrior\0	a,	9C	E8	A9	-1
20828	a,Platinum Tribe Shaman\0	a,	9C	E8	A9	-1
20829	a,Platinum Tribe Prefect\0	a,	9C	E8	A9	-1
20830	a,Guardian Angel\0	a,	9C	E8	A9	-1
20831	a,Seal Angel\0	a,	9C	E8	A9	-1
20832	a,Zaken's Pikeman\0	a,	9C	E8	A9	-1
20833	a,Zaken's Archer\0	a,	9C	E8	A9	-1
20834	a,Mardian\0	a,	9C	E8	A9	-1
20835	a,Zaken's Watchman\0	a,	9C	E8	A9	-1
20836	a,Pirate Zombie\0	a,	9C	E8	A9	-1
20837	a,Tainted Ogre\0	a,	9C	E8	A9	-1
20838	a,Bloody Bat\0	a,	9C	E8	A9	-1
20839	a,Dismal Humming\0	a,	9C	E8	A9	-1
20840	a,Death Flyer\0	a,	9C	E8	A9	-1
20841	a,Fiend Archer\0	a,	9C	E8	A9	-1
20842	a,Musveren\0	a,	9C	E8	A9	-1
20843	a,Zaken's Royal Guard\0	a,	9C	E8	A9	-1
20844	a,Kaim Vanul\0	a,	9C	E8	A9	-1
20845	a,Pirate Zombie Captain\0	a,	9C	E8	A9	-1
20846	a,Doll Blader\0	a,	9C	E8	A9	-1
20847	a,Veil Master\0	a,	9C	E8	A9	-1
20848	a,Light Bringer\0	a,	9C	E8	A9	-1
20849	a,Light Worm\0	a,	9C	E8	A9	-1
20850	a,Golden Stag Lord\0	a,	9C	E8	A9	-1
20851	a,Theeder\0	a,	9C	E8	A9	-1
20852	a,Banshee\0	a,	9C	E8	A9	-1
20853	a,Kel Mahum\0	a,	9C	E8	A9	-1
20854	a,Kel Mahum Warrior\0	a,	9C	E8	A9	-1
20855	a,Kel Mahum Archer\0	a,	9C	E8	A9	-1
20856	a,Kel Mahum Shaman\0	a,	9C	E8	A9	-1
20857	a,Kel Mahum Champion\0	a,	9C	E8	A9	-1
20858	a,Angel\0	a,	9C	E8	A9	-1
20859	a,Guardian Angel\0	a,	9C	E8	A9	-1
20860	a,Seal Angel\0	a,	9C	E8	A9	-1
20861	a,Oel Mahum Champion\0	a,	9C	E8	A9	-1
20862	a,Death Lord\0	a,	9C	E8	A9	-1
20919	a,Maille Lizardman\0	a,	9C	E8	A9	-1
20920	a,Maille Lizardman Scout\0	a,	9C	E8	A9	-1
20921	a,Maille Lizardman Guard\0	a,	9C	E8	A9	-1
20922	a,Maille Lizardman Warrior\0	a,	9C	E8	A9	-1
20923	a,Maille Lizardman Shaman\0	a,	9C	E8	A9	-1
20924	a,Maille Lizardman Matriarch\0	a,	9C	E8	A9	-1
20925	a,Giant Araneid\0	a,	9C	E8	A9	-1
20926	a,Poison Araneid\0	a,	9C	E8	A9	-1
20927	a,King of the Araneid\0	a,	9C	E8	A9	-1
20928	a,Hatu Weird Wasp\0	a,	9C	E8	A9	-1
20929	a,Hatu Dire Wolf\0	a,	9C	E8	A9	-1
20930	a,Hatu Brown Bear\0	a,	9C	E8	A9	-1
20931	a,Hatu Onyx Beast\0	a,	9C	E8	A9	-1
20932	a,Hatu Crimson Bear\0	a,	9C	E8	A9	-1
20933	a,Hatu Windsus\0	a,	9C	E8	A9	-1
20934	a,Wasp Worker\0	a,	9C	E8	A9	-1
20935	a,Wasp Captain\0	a,	9C	E8	A9	-1
20936	a,Tanor Silenos\0	a,	9C	E8	A9	-1
20937	a,Tanor Silenos Solider\0	a,	9C	E8	A9	-1
20938	a,Tanor Silenos Scout\0	a,	9C	E8	A9	-1
20939	a,Tanor Silenos Warrior\0	a,	9C	E8	A9	-1
20940	a,Tanor Silenos Shaman\0	a,	9C	E8	A9	-1
20941	a,Tanor Silenos Chieftain\0	a,	9C	E8	A9	-1
20942	a,Nightmare Guide\0	a,	9C	E8	A9	-1
20943	a,Nightmare Watchman\0	a,	9C	E8	A9	-1
20944	a,Nightmare Lord\0	a,	9C	E8	A9	-1
20945	a,Cadeine\0	a,	9C	E8	A9	-1
20946	a,Sanhidro\0	a,	9C	E8	A9	-1
20947	a,Connabi\0	a,	9C	E8	A9	-1
20948	a,Bartal\0	a,	9C	E8	A9	-1
20949	a,Luminun\0	a,	9C	E8	A9	-1
20950	a,Innersen\0	a,	9C	E8	A9	-1
20951	a,Pobby's Maid\0	a,	9C	E8	A9	-1
20952	a,Pobby Escort\0	a,	9C	E8	A9	-1
20953	a,Pobby\0	a,	9C	E8	A9	-1
20954	a,Starving Corpse\0	a,	9C	E8	A9	-1
20955	a,Ghostly Warrior\0	a,	9C	E8	A9	-1
20956	a,Knight of the Past\0	a,	9C	E8	A9	-1
20957	a,Nihil Invader\0	a,	9C	E8	A9	-1
20958	a,Death Agent\0	a,	9C	E8	A9	-1
20959	a,Dark Guard\0	a,	9C	E8	A9	-1
20960	a,Bloody Ghost\0	a,	9C	E8	A9	-1
20961	a,Bloody Knight\0	a,	9C	E8	A9	-1
20962	a,Bloody Priest\0	a,	9C	E8	A9	-1
20963	a,Bloody Lord\0	a,	9C	E8	A9	-1
20964	a,Huge Footmark\0	a,	9C	E8	A9	-1
20965	a,Chimera Piece\0	a,	9C	E8	A9	-1
20966	a,Mutated Creation\0	a,	9C	E8	A9	-1
20967	a,Creature of the Past\0	a,	9C	E8	A9	-1
20968	a,Forgotten Face\0	a,	9C	E8	A9	-1
20969	a,Giant's Shadow\0	a,	9C	E8	A9	-1
20970	a,Soldier of Ancient Times\0	a,	9C	E8	A9	-1
20971	a,Warrior of Ancient Times\0	a,	9C	E8	A9	-1
20972	a,Shaman of Ancient Times\0	a,	9C	E8	A9	-1
20973	a,Forgotten Ancient People\0	a,	9C	E8	A9	-1
20974	a,Spiteful Soul Leader\0	a,	9C	E8	A9	-1
20975	a,Spiteful Soul Wizard\0	a,	9C	E8	A9	-1
20976	a,Spiteful Soul Warrior\0	a,	9C	E8	A9	-1
20977	a,Elmoreden's Lady\0	a,	9C	E8	A9	-1
20978	a,Elmoreden's Archer\0	a,	9C	E8	A9	-1
20979	a,Elmoreden's Maid\0	a,	9C	E8	A9	-1
20980	a,Hallate's Subordinate Mul\0	a,	9C	E8	A9	-1
20981	a,Mul's Wizard\0	a,	9C	E8	A9	-1
20982	a,Mul's Knight\0	a,	9C	E8	A9	-1
20983	a,Binder\0	a,	9C	E8	A9	-1
20984	a,Bound Warrior\0	a,	9C	E8	A9	-1
20985	a,Bound Archer\0	a,	9C	E8	A9	-1
20986	a,Sairon\0	a,	9C	E8	A9	-1
20987	a,Sairon's Doll\0	a,	9C	E8	A9	-1
20988	a,Sairon's Puppet\0	a,	9C	E8	A9	-1
20989	a,Lageos\0	a,	9C	E8	A9	-1
20990	a,Pageos\0	a,	9C	E8	A9	-1
20991	a,Swamp Tribe\0	a,	9C	E8	A9	-1
20992	a,Swamp Alligator\0	a,	9C	E8	A9	-1
20993	a,Swamp Warrior\0	a,	9C	E8	A9	-1
20994	a,Garden Guard Captain\0	a,	9C	E8	A9	-1
20995	a,Garden Guard\0	a,	9C	E8	A9	-1
20996	a,Spiteful Ghost of Ruins\0	a,	9C	E8	A9	-1
20997	a,Soldier of Grief\0	a,	9C	E8	A9	-1
20998	a,Cruel Punisher\0	a,	9C	E8	A9	-1
20999	a,Roving Soul\0	a,	9C	E8	A9	-1
21000	a,Soul of Ruins\0	a,	9C	E8	A9	-1
21001	a,Archer of Destruction\0	a,	9C	E8	A9	-1
21002	a,Doom Scout\0	a,	9C	E8	A9	-1
21003	a,Graveyard Lich\0	a,	9C	E8	A9	-1
21004	a,Dismal Pole\0	a,	9C	E8	A9	-1
21005	a,Graveyard Predator\0	a,	9C	E8	A9	-1
21006	a,Doom Servant\0	a,	9C	E8	A9	-1
21007	a,Doom Guard\0	a,	9C	E8	A9	-1
21008	a,Doom Archer\0	a,	9C	E8	A9	-1
21009	a,Doom Trooper \0	a,	9C	E8	A9	-1
21010	a,Doom Warrior\0	a,	9C	E8	A9	-1
21011	a,Ol Mahum Van Soldier\0	a,	9C	E8	A9	-1
21012	a,Magical Eye\0	a,	9C	E8	A9	-1
21013	a,Ol Mahum Van Archer\0	a,	9C	E8	A9	-1
21014	a,Lesser Warlike Tyrant\0	a,	9C	E8	A9	-1
21015	a,Ol Mahum Van Captain\0	a,	9C	E8	A9	-1
21016	a,Warlike Tyrant\0	a,	9C	E8	A9	-1
21017	a,Fallen Orc\0	a,	9C	E8	A9	-1
21018	a,Ancient Gargoyle\0	a,	9C	E8	A9	-1
21019	a,Fallen Orc Archer\0	a,	9C	E8	A9	-1
21020	a,Fallen Orc Shaman\0	a,	9C	E8	A9	-1
21021	a,Sharp Talon Tiger\0	a,	9C	E8	A9	-1
21022	a,Fallen Orc Captain\0	a,	9C	E8	A9	-1
21023	a,Sobbing Wind\0	a,	9C	E8	A9	-1
21024	a,Babbling Wind\0	a,	9C	E8	A9	-1
21025	a,Giggling Wind\0	a,	9C	E8	A9	-1
21026	a,Singing Wind\0	a,	9C	E8	A9	-1
21034	a,Ogre\0	a,	9C	E8	A9	-1
21035	a,Catherok\0	a,	9C	E8	A9	-1
21036	a,Shindebarn\0	a,	9C	E8	A9	-1
21037	a,Ossiud\0	a,	9C	E8	A9	-1
21038	a,Liangma\0	a,	9C	E8	A9	-1
21039	a,Snipe's Subordinate\0	a,	9C	E8	A9	-1
21040	a,Soldier of Darkness\0	a,	9C	E8	A9	-1
21058	a,Beast Lord\0	a,	9C	E8	A9	-1
21059	a,Beast Guardian\0	a,	9C	E8	A9	-1
21060	a,Beast Seer\0	a,	9C	E8	A9	-1
21061	a,Hallate's Guardian\0	a,	9C	E8	A9	-1
21062	a,Messenger Angel\0	a,	9C	E8	A9	-1
21063	a,Messenger Angel\0	a,	9C	E8	A9	-1
21064	a,Platinum Tribe Guardian Archer\0	a,	9C	E8	A9	-1
21065	a,Platinum Tribe Guardian Warrior\0	a,	9C	E8	A9	-1
21066	a,Platinum Tribe Guardian Shaman\0	a,	9C	E8	A9	-1
21067	a,Guardian Archangel\0	a,	9C	E8	A9	-1
21068	a,Guardian Archangel\0	a,	9C	E8	A9	-1
21069	a,Platinum Tribe Guardian Prefect\0	a,	9C	E8	A9	-1
21070	a,Seal Archangel\0	a,	9C	E8	A9	-1
21071	a,Seal Archangel\0	a,	9C	E8	A9	-1
21072	a,Platinum Tribe Guardian Chief\0	a,	9C	E8	A9	-1
21073	a,Elmoreden's Warrior\0	a,	9C	E8	A9	-1
21074	a,Bound Wizard\0	a,	9C	E8	A9	-1
21075	a,Slaughter Bathin\0	a,	9C	E8	A9	-1
21076	a,Bathin's Knight\0	a,	9C	E8	A9	-1
21077	a,Bathin's Wizard\0	a,	9C	E8	A9	-1
21078	a,Magus Valac\0	a,	9C	E8	A9	-1
21079	a,Valac's Creature\0	a,	9C	E8	A9	-1
21080	a,Valac's Guardian Spirit\0	a,	9C	E8	A9	-1
21081	a,Power Angel Amon\0	a,	9C	E8	A9	-1
21082	a,Amon's Escort\0	a,	9C	E8	A9	-1
